	accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
7811	MH174881	MH174881.1	RSVs/Tehran.IRN/A/1.16/8	2016-01-09	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7812	MH174882	MH174882.1	RSVs/Tehran.IRN/A/1.16/9	2016-01-09	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7813	MH174883	MH174883.1	RSVs/Tehran.IRN/A/1.16/10	2016-01-09	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7814	MH174884	MH174884.1	RSVs/Tehran.IRN/A/1.16/11	2016-01-09	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7815	MH187285	MH187285.1	RSVs/Tehran.IRN/A/1.16/8 [ON1]	2016-01-09	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7816	MH187286	MH187286.1	RSVs/Tehran.IRN/A/1.16/11 [ON1]	2016-01-09	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7817	MH174885	MH174885.1	RSVs/Tehran.IRN/A/1.16/12	2016-01-10	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7818	MH187287	MH187287.1	RSV/Tehran.IRN/A/1.16/12 [ON1]	2016-01-10	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7819	MH129159	MH129159.1	NSVH100344227/2015-2016	2016-01-11	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7820	MH187288	MH187288.1	RSVs/Tehran.IRN/A/1.16/13 [ON1]	2016-01-11	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7821	MH129168	MH129168.1	NSVH100345564/2015-2016	2016-01-13	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7822	MH174886	MH174886.1	RSVs/Tehran.IRN/A/2.16/1	2016-01-13	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7823	MH174887	MH174887.1	RSVs/Tehran.IRN/A/2.16/2	2016-01-13	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7824	MH174888	MH174888.1	RSVs/Tehran.IRN/A/2.16/3	2016-01-13	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7825	MH187289	MH187289.1	RSVs/Tehran.IRN/A/2.16/1 [ON1]	2016-01-13	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7826	MH187290	MH187290.1	RSVs/Tehran.IRN/A/2.16/2 [ON1]	2016-01-13	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7827	MH187291	MH187291.1	RSVs/Tehran.IRN/A/2.16/3 [ON1]	2016-01-13	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7828	MH129134	MH129134.1	NSVH110265869/2015-2016	2016-01-14	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7829	MH174889	MH174889.1	RSVs/Tehran.IRN/A/2.16/4	2016-01-14	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7830	MH174890	MH174890.1	RSVs/Tehran.IRN/A/2.16/5	2016-01-14	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7831	MH174891	MH174891.1	RSVs/Tehran.IRN/A/2.16/6	2016-01-14	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7832	MH129167	MH129167.1	NSVH100347081/2015-2016	2016-01-16	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7833	MH174892	MH174892.1	RSVs/Tehran.IRN/A/2.16/7	2016-01-16	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7834	MH174893	MH174893.1	RSVs/Tehran.IRN/A/2.16/8	2016-01-16	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7835	MH174894	MH174894.1	RSVs/Tehran.IRN/A/2.16/9	2016-01-16	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7836	MH174895	MH174895.1	RSVs/Tehran.IRN/A/2.16/10	2016-01-16	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7837	MN630093	MN630093.1	RSVA/USA/UAMS-DID-016/2016	2016-01-16	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7838	MN630098	MN630098.1	RSVA/USA/UAMS-DID-027/2016	2016-01-17	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7839	MH182060	MH182060.1	KEN/Kilifi/WGS/1591_18/01/2016	2016-01-18	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7840	MN630094	MN630094.1	RSVA/USA/UAMS-DID-018/2016	2016-01-18	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7841	MH174896	MH174896.1	RSVs/Tehran.IRN/A/3.16/1	2016-01-19	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7842	MH388033	MH388033.1	Riyadh 64/2016	2016-01-19	Asia	Saudi Arabia	Riyadh		Homo sapiens	2018-06-20		Amer et al		Amer,H.M., Farrag,M.A., Hamad,M.E., Aziz,I.M., Almajhdi,F.N.	
7843	MH388034	MH388034.1	Riyadh 73/2016	2016-01-19	Asia	Saudi Arabia	Riyadh		Homo sapiens	2018-06-20		Amer et al		Amer,H.M., Farrag,M.A., Hamad,M.E., Aziz,I.M., Almajhdi,F.N.	
7844	MH388035	MH388035.1	Riyadh 79/2016	2016-01-19	Asia	Saudi Arabia	Riyadh		Homo sapiens	2018-06-20		Amer et al		Amer,H.M., Farrag,M.A., Hamad,M.E., Aziz,I.M., Almajhdi,F.N.	
7845	MN630096	MN630096.1	RSVA/USA/UAMS-DID-021/2016	2016-01-19	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7846	MN630099	MN630099.1	RSVA/USA/UAMS-DID-028/2016	2016-01-19	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7847	MH129135	MH129135.1	NSVH110268456/2015-2016	2016-01-20	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7848	MH129169	MH129169.1	NSVH100349279/2015-2016	2016-01-20	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7849	MH174897	MH174897.1	RSVs/Tehran.IRN/A/3.16/2	2016-01-20	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7850	MH174898	MH174898.1	RSVs/Tehran.IRN/A/3.16/3	2016-01-20	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7851	MH174899	MH174899.1	RSVs/Tehran.IRN/A/3.16/4	2016-01-20	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7852	MH174900	MH174900.1	RSVs/Tehran.IRN/A/3.16/5	2016-01-20	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7853	MH174901	MH174901.1	RSVs/Tehran.IRN/A/3.16/6	2016-01-20	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7854	MH187292	MH187292.1	RSVs/Tehran.IRN/A/3.16/5 [ON1]	2016-01-20	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7855	MN630089	MN630089.1	RSVA/USA/UAMS-DID-007/2016	2016-01-20	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7856	MH129118	MH129118.1	NSVH110268841/2015-2016	2016-01-21	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7857	MH129166	MH129166.1	NSVH100349705/2015-2016	2016-01-21	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7858	MN630097	MN630097.1	RSVA/USA/UAMS-DID-023/2016	2016-01-21	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7859	MT882078	MT882078.1	NIV16811	2016-01-22	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
7860	MN630090	MN630090.1	RSVA/USA/UAMS-DID-009/2016	2016-01-23	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7861	MN630095	MN630095.1	RSVA/USA/UAMS-DID-019/2016	2016-01-23	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7862	MH129109	MH129109.1	NSVH100352318/2015-2016	2016-01-25	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7863	MH129110	MH129110.1	NSVH100352319/2015-2016	2016-01-25	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7864	MH129130	MH129130.1	NSVH100352442/2015-2016	2016-01-25	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7865	MH174902	MH174902.1	RSVs/Tehran.IRN/A/3.16/7	2016-01-26	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7866	MH182058	MH182058.1	KEN/Kilifi/WGS/1589_26/01/2016	2016-01-26	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7867	MH187293	MH187293.1	RSVs/Tehran.IRN/A/3.16/8 [ON1]	2016-01-26	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7868	MN630092	MN630092.1	RSVA/USA/UAMS-DID-015/2016	2016-01-26	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7869	MH129131	MH129131.1	NSVH100353335/2015-2016	2016-01-27	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7870	MH174903	MH174903.1	RSVs/Tehran.IRN/A/4.16/1	2016-01-27	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7871	MH174904	MH174904.1	RSVs/Tehran.IRN/A/4.16/2	2016-01-27	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7872	MH174905	MH174905.1	RSVs/Tehran.IRN/A/4.16/3	2016-01-27	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7873	MH187294	MH187294.1	RSVs/Tehran.IRN/A/4.16/1 [ON1]	2016-01-27	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7874	MH187295	MH187295.1	RSVs/Tehran.IRN/A/4.16/2 [ON1]	2016-01-27	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7875	MH182055	MH182055.1	KEN/Kilifi/WGS/1586_28/01/2016	2016-01-28	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7876	MH174906	MH174906.1	RSVs/Tehran.IRN/A/4.16/4	2016-01-30	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7877	MH174907	MH174907.1	RSVs/Tehran.IRN/A/4.16/5	2016-01-30	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7878	MH187296	MH187296.1	RSVs/Tehran.IRN/A/4.16/4 [ON1]	2016-01-30	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7879	MH187297	MH187297.1	RSVs/Tehran.IRN/A/4.16/5 [ON1]	2016-01-30	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7880	KX775899	KX775899.1	KEN/1542/Jan-16	2016-01-31	Africa	Kenya			Homo sapiens	2016-10-05		Kamau et al		Kamau,E., Agoti,C.N., Lewa,C.S., Oketch,J., Owor,B.E., Otieno,G.P., Bett,A., Cane,P.A., Nokes,D.J., Kamau,E.M., Owor,B., Lewa,C., Nokes,J.D.	
7881	MH174908	MH174908.1	RSVs/Tehran.IRN/A/4.16/6	2016-01-31	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7882	MH174909	MH174909.1	RSVs/Tehran.IRN/A/4.16/7	2016-01-31	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7883	MH174910	MH174910.1	RSVs/Tehran.IRN/A/4.16/8	2016-01-31	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7884	MH187298	MH187298.1	RSVs/Tehran.IRN/A/4.16/7 [ON1]	2016-01-31	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7885	MT156409	MT156409.1	1602194.RM	2016-02-XX	Europe	Italy			Homo sapiens	2020-03-24		Midulla et al		Midulla,F., Di Mattia,G., Nenna,R., Scagnolari,C., Viscido,A., Oliveto,G., Petrarca,L., Frassanito,A., Arima,S., Antonelli,G., Pierangeli,A.	
7886	MW527840	MW527840.1	RSVA-ZJ-368/ZJ/CHN/2016.02.07	2016-02-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.	
7887	MW527841	MW527841.1	RSVA-ZJ-369/ZJ/CHN/2016.02.07	2016-02-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.	
7888	MZ961922	MZ961922.1	2016-R0728	2016-02-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
7889	MH182059	MH182059.1	KEN/Kilifi/WGS/1590_01/02/2016	2016-02-01	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7890	MN630088	MN630088.1	RSVA/USA/UAMS-DID-002/2016	2016-02-01	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7891	MN630100	MN630100.1	RSVA/USA/UAMS-DID-040/2016	2016-02-01	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7892	MH129111	MH129111.1	NSVH100357021/2015-2016	2016-02-02	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7893	MH129141	MH129141.1	NSVH100356761/2015-2016	2016-02-02	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7894	MH174911	MH174911.1	RSVs/Tehran.IRN/A/4.16/9	2016-02-03	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7895	MH187299	MH187299.1	RSVs/Tehran.IRN/A/4.16/10 [ON1]	2016-02-03	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7896	MH129112	MH129112.1	NSVH100357749/2015-2016	2016-02-04	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7897	MH129145	MH129145.1	NSVH100358087/2015-2016	2016-02-04	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7898	KX775904	KX775904.1	KEN/1543/Feb-16	2016-02-05	Africa	Kenya			Homo sapiens	2016-10-05		Kamau et al		Kamau,E., Agoti,C.N., Lewa,C.S., Oketch,J., Owor,B.E., Otieno,G.P., Bett,A., Cane,P.A., Nokes,D.J., Kamau,E.M., Owor,B., Lewa,C., Nokes,J.D.	
7899	MH174912	MH174912.1	RSVs/Tehran.IRN/A/5.16/1	2016-02-05	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7900	MH174913	MH174913.1	RSVs/Tehran.IRN/A/5.16/2	2016-02-05	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7901	MH187300	MH187300.1	RSVs/Tehran.IRN/A/5.16/1 [ON1]	2016-02-05	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7902	MH129113	MH129113.1	NSVH100360282/2015-2016	2016-02-08	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7903	MH129160	MH129160.1	NSVH100360249/2015-2016	2016-02-08	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7904	MH182056	MH182056.1	KEN/Kilifi/WGS/1587_08/02/2016	2016-02-08	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7905	MH129132	MH129132.1	NSVH100361243/2015-2016	2016-02-10	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7906	MT882082	MT882082.1	NIV161603	2016-02-11	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
7907	MH129142	MH129142.1	NSVH100363121/2015-2016	2016-02-12	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7908	MH174914	MH174914.1	RSVs/Tehran.IRN/A/5.16/3	2016-02-13	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7909	MH174915	MH174915.1	RSVs/Tehran.IRN/A/6.16/1	2016-02-13	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7910	MH174916	MH174916.1	RSVs/Tehran.IRN/A/6.16/2	2016-02-13	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7911	MH187301	MH187301.1	RSVs/Tehran.IRN/A/6.16/1 [ON1]	2016-02-13	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7912	MH187302	MH187302.1	RSVs/Tehran.IRN/A/6.16/2 [ON1]	2016-02-13	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7913	MH129114	MH129114.1	NSVH100363873/2015-2016	2016-02-14	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7914	MH129146	MH129146.1	NSVH100364277/2015-2016	2016-02-15	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7915	MH129164	MH129164.1	NSVH130417851/2015-2016	2016-02-15	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7916	MH174917	MH174917.1	RSVs/Tehran.IRN/A/6.16/3	2016-02-15	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7917	MH187303	MH187303.1	RSVs/Tehran.IRN/A/6.16/3 [ON1]	2016-02-15	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7918	MF145168	MF145168.1	MF145168	2016-02-16	Europe	Russia	Saint-Petersburg		Homo sapiens	2017-07-04		Sintsova et al		Sintsova,K.S., Krivitskaya,V.Z., Sverlova,M.V., Petrova,E.R., Fadeev,A.V., Komissarov,A.B.	
7919	MK386434	MK386434.1	2828	2016-02-16	Europe	Russia	Saint-Petersburg			2019-07-31		Komissarova et al		Komissarova,K.S., Krivitskaya,V.Z., Sverlova,M.V., Petrova,E.R., Ivanova,A.A.	
7920	MH182054	MH182054.1	KEN/Kilifi/WGS/1585_17/02/2016	2016-02-17	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7921	MT882077	MT882077.1	NIV161814	2016-02-17	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
7922	MH129147	MH129147.1	NSVH100366144/2015-2016	2016-02-18	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7923	MH187304	MH187304.1	RSVs/Tehran.IRN/A/7.16/3 [ON1]	2016-02-20	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7924	MH187305	MH187305.1	RSVs/Tehran.IRN/A/7.16/2 [ON1]	2016-02-20	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7925	MH129138	MH129138.1	NSVH100368802/2015-2016	2016-02-22	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7926	MH174918	MH174918.1	RSVs/Tehran.IRN/A/7.16/1	2016-02-22	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
